ID,Eclipse Duration (m)
1,122.22760897665964
2,94.84018446326041
3,264.46927799828023
4,110.19886022282992
5,271.8404838252193
6,194.39132728263783
7,238.06887489213318
8,199.86434009849333
9,171.0500925041925
10,94.68927728102656
11,172.79694332841692
12,251.750734427524
13,137.68178427664492
14,224.74084498473502
15,120.42160942075103
16,190.89099173878614
17,204.58310614403374
18,220.59246651054096
19,181.128934020568
20,70.7511298477428
21,223.68488881060549
22,135.93507478327427
23,137.06408081109322
24,267.3181298745183
25,169.27371259630004
26,241.0193277455117
27,188.6972752460853
28,221.15990414966436
29,216.23787514244182
30,127.18720166702778
31,221.47342288614018
32,140.85555297207958
33,114.05710910467224
34,226.09172704542829
35,163.12862351255663
36,241.27636372666643
37,181.24448833456836
38,62.94482599612176
39,272.5434700905772
40,123.2936925726458
41,232.54878705065607
42,186.38208130285892
43,240.145671926255
44,173.42698972970385
45,202.51500585279518
46,119.57223206154815
47,279.4346071982613
48,279.256712409301
49,205.90466639301502
50,240.59118423516097
51,210.18092687921398
52,175.87329616762733
53,108.00722789908609
54,68.09081570776942
55,252.4255149681499
56,158.87590828208357
57,223.81871740588312
58,119.99200187102835
59,179.81416370633252
60,219.90952862258968
61,222.07902160472776
62,186.3986763114568
63,68.92943569352961
64,149.0128265943602
65,142.36084394784024
66,260.935300754189
67,161.09190987699333
68,231.77017780327705
69,170.1993464016869
70,219.42411922460764
71,210.0070172312528
72,136.04005424222285
73,234.82957779268432
74,141.1619996709573
75,88.61222400762186
76,214.32808609367572
77,163.9560389231214
78,245.04926479891378
79,183.33254323904035
80,101.44268047056794
81,263.54453064631656
82,145.76573499355231
83,241.65227650117407
84,141.8262361350631
85,242.98028813812462
86,166.1953771807319
87,204.79360572399062
88,147.9591691949157
89,283.5796750029558
90,270.7644907028203
91,208.3173735627201
92,251.37909248421482
93,230.92677445992354
94,172.68321216900418
95,103.59880005490132
96,124.70837232771127
97,253.6675620147556
98,258.5628117737715
99,229.5039375538674
100,153.69677163323396
101,182.54521128972507
102,196.60810912081394
103,224.33632617498455
104,186.4718240866985
105,51.92603140870263
106,175.4684074513309
107,146.76825524056397
108,239.84204425225025
109,164.54633369833908
110,191.81911742733683
111,189.92595847861926
112,238.3165163388403
113,201.45264512031423
114,142.8501238596158
115,151.6547200464583
116,103.08232281347018
117,178.60885946156642
118,166.2523042187845
119,239.04242371326004
120,182.8206902852568
121,113.51571655582252
122,269.86285482584196
123,129.3013534542089
124,235.42984058194344
125,123.51322233698212
126,248.65902565388282
127,147.85883511459102
128,200.72367156184947
129,157.91447230394175
130,278.89262861536463
131,262.08726177100147
132,158.21081946976616
133,239.72356831222027
134,225.8344055192077
135,228.02673054632322
136,109.59468513691668
137,126.61801287233781
138,251.3512323057402
139,270.1858440932386
140,253.97442296328822
141,177.85140418945576
142,201.59145399173946
143,226.61498953298056
144,187.15506344254408
145,71.91125766560181
146,188.97421213949275
147,140.72180384162155
148,215.5386208360222
149,110.93220221840014
150,166.68078704599202
151,196.49890101422596
152,190.0938755027516
153,223.2776531604603
154,201.30089740416125
155,147.32668342055157
156,149.79916382459606
157,126.48585730122359
158,229.7546923965264
159,170.68502751435614
160,216.40265431925727
161,182.8764049444062
162,151.35176931950338
163,147.74591441223907
164,131.1200980778977
165,181.194241672945
166,199.94044981986823
167,273.84266692111896
168,138.0910648054579
169,162.03795976820726
170,145.2263850468097
171,286.6363106632348
172,264.39108690791375
173,151.8018642838091
174,202.86828986273136
175,219.21802921848703
176,268.01586683379736
177,135.09605321299517
178,126.31429504728229
179,252.18482353365363
180,284.8061816615402
181,277.03086701980624
182,180.5930954989439
183,197.62749221165026
184,227.48433684034757
185,180.1588149734761
186,50.88160334681712
187,201.60245685883413
188,141.65141131562942
189,198.00572588122805
190,104.90438006367393
191,165.39274486954076
192,212.99945943570293
193,187.39390483087263
194,221.55180971522515
195,202.0096095729648
196,146.41059388021193
197,151.96995626566672
198,129.2735937169563
199,168.83353765714136
200,175.99977189886135
201,216.33006680716736
202,183.22002728338452
203,137.42623936158128
204,145.6004396917477
205,138.1513998139047
206,148.59182587534193
207,206.09644113446467
208,252.0514761291522
209,146.51553814834125
210,176.56290447183434
211,144.2120229133579
212,126.03935305522478
213,260.1173123399161
214,166.77383026965032
215,235.44787994095591
216,229.498197247303
217,261.30438851612246
218,140.5442575554345
219,119.53143986554862
220,105.94777298406181
221,278.16693268963047
222,268.57815903414183
223,191.1814182413409
224,207.63361173005296
225,225.0403206682451
226,177.8839032430989
227,55.87170194090521
228,245.8091781472614
229,148.51261268409843
230,189.31242620293455
231,117.39421144624842
232,167.93210427686984
233,205.2411057888422
234,185.46189423470392
235,221.87200669707536
236,203.17843460721028
237,159.6932943628553
238,156.93063650810035
239,155.27937723144527
240,160.97109133347809
241,174.79955905460633
242,228.32600692720084
243,183.5025379499767
244,143.7368016820968
245,150.38072721220064
246,134.65132248344918
247,152.78986486956626
248,216.26382630051702
249,197.10522932841508
250,153.18760614658407
251,173.93228465380383
252,141.17121375946624
253,107.09860979699472
254,255.4443977538812
255,151.87975663294944
256,243.5219616223723
257,222.89100348250287
258,234.12007070988793
259,183.89153863663194
260,121.01410410030925
261,284.6946830667748
262,273.52045284250585
263,185.69899895440133
264,160.17412289147452
265,224.80460514542074
266,177.27759219887304
267,66.85036126082927
268,254.10118359463226
269,147.12241942317468
270,180.56473957603902
271,140.1845750372852
272,164.19213880035022
273,234.99598407993463
274,186.15940999490064
275,225.30025458052916
276,202.12562359780182
277,110.92627085552438
278,162.80390109480612
279,148.2260474450346
280,159.46954726010193
281,227.96041077344375
282,217.69323272888082
283,183.32664334685595
284,155.79539514950727
285,140.27503326274143
286,220.28221598913842
287,158.30798819399163
288,182.82940959118173
289,268.2861106823032
290,146.5208831068275
291,178.77240862756133
292,148.36736232245596
293,92.31690747417936
294,205.63542690760067
295,147.60865148969552
296,246.59635198573946
297,201.71750926838982
298,224.5418476814729
299,200.48844413175942
300,108.61394965187449
301,238.22344730943445
302,277.3596024638772
303,174.60039007258192
304,249.57501905890308
305,226.21061372448625
306,196.15999243184004
307,60.88114331365158
308,240.75030264223832
309,144.97153962802298
310,174.930234881658
311,147.515329005875
312,164.60393299193208
313,202.23111993850858
314,184.99554793971723
315,234.10631338558883
316,200.4496692620442
317,130.90331403226236
318,160.3810325920677
319,175.5280481105363
320,157.0389434243626
321,205.05547334771921
322,221.34770731952872
323,183.2491621946361
324,154.32757871324753
325,141.33958861583653
326,160.10275286496358
327,178.18928451941855
328,234.81938391505918
329,147.38395615909604
330,163.752190760828
331,141.92078419001598
332,119.0280885796039
333,218.05160612936456
334,153.83744542579237
335,244.3701170035064
336,246.60494329778285
337,207.37624068222658
338,215.277240771763
339,157.19376453746256
340,125.4073332561783
341,287.4570862437094
342,269.11782834639376
343,173.44294785301295
344,239.5034098649293
345,220.99999796619386
346,202.50109304324087
347,59.41886992338834
348,235.34701281072194
349,186.682747630323
350,160.26180603379103
351,142.99561287891143
352,169.49158557429297
353,202.48084885529966
354,185.53936179069362
355,230.6099334713736
356,211.27627029190177
357,127.38940650647321
358,159.90171682555908
359,173.28885436162219
360,107.99939031883903
361,158.20525185604427
362,248.37837805555137
363,208.30768701036823
364,182.58020379281407
365,151.86975400475802
366,139.94477503893532
367,196.76283926104446
368,182.7455863422189
369,187.50669791446717
370,171.36128942986605
371,176.52602103905207
372,143.13534175777227
373,135.81819179867972
374,107.742682120204
375,138.56256425528733
376,241.78043194607986
377,247.34585344996776
378,217.11323546359185
379,209.34212355433766
380,169.7387149941836
381,123.39372006784075
382,251.46506110656847
383,188.8821764778854
384,134.5065258022571
385,238.55066385146046
386,222.15133084276968
387,202.94490996863092
388,64.48325241630008
389,238.37093431554587
390,268.85626004088374
391,175.94487315286395
392,201.69299003538475
393,171.04251461011785
394,198.73518484869012
395,185.74199737777502
396,225.12940242824584
397,200.14167014976226
398,121.39812804708443
399,158.66659951392572
400,164.24969844489198
401,104.8849951356339
402,158.07184388757665
403,253.4345548297621
404,206.05383498304417
405,182.9892256731617
406,175.40172245192102
407,137.17790308657854
408,227.3251233138297
409,176.31884107605842
410,171.36153252143697
411,178.39329958846298
412,183.19677591278764
413,152.22986099696664
414,132.28287438210458
415,126.83784958928644
416,143.16157987936302
417,248.89313166721485
418,242.86271566143077
419,208.35245871629166
420,180.48933760584586
421,175.13936985030278
422,119.8519180142188
423,270.13965380205144
424,184.24981525427722
425,194.82728288113535
426,244.03244682334835
427,228.6354787469501
428,201.62013618667493
429,70.83226393528074
430,225.73223077317738
431,279.6929621039525
432,256.46030732370195
433,173.93131377646495
434,180.0522476351899
435,185.50497786764842
436,248.01700531805835
437,211.2840546159583
438,126.07254824437871
439,164.50602911654244
440,162.48866111025134
441,123.01133757499917
442,159.6100443970018
443,257.8566422448538
444,219.42377943507518
445,183.02868470633663
446,165.3293946929361
447,142.2669722086558
448,214.0870725511395
449,164.6641628594003
450,114.77256775834648
451,189.83314447420747
452,183.0552091294348
453,138.04936427701992
454,152.77568823295567
455,192.75454789034328
456,163.73069138559342
457,243.2362055046833
458,165.52508144694679
459,193.64512236339857
460,177.08469466958047
461,124.87731210380673
462,289.9996107644001
463,44.241729017031886
464,183.7786587704344
465,251.5886099208182
466,241.95148128750702
467,232.18855293785606
468,201.38961398544538
469,59.55797322918956
470,187.41003451201715
471,280.19602540673657
472,205.51625570624992
473,172.07820999147094
474,197.79293458306864
475,185.79988337593642
476,247.09953575634145
477,236.62011608857773
478,114.0959015687408
479,165.87543849307065
480,153.88096522238033
481,137.0579504022611
482,152.68352547203136
483,261.9086133688134
484,209.21490053163552
485,180.57602154628094
486,161.57523062465538
