ID,Eclipse Duration (m)
1,119.0561639926515
2,139.45369021098807
3,235.23285372486805
4,160.45312803008775
5,257.710661468729
6,170.883952389979
7,201.58459787335372
8,192.91735248601591
9,205.98161695602414
10,122.65742199477596
11,170.11637638689095
12,174.37248067115868
13,184.30391150055434
14,193.79913115798993
15,136.41561388710443
16,179.5564611155078
17,207.87180998337624
18,202.24512654035198
19,184.19647496597815
20,102.51785045361854
21,192.31084060842372
22,168.490379085958
23,195.78238852818035
24,221.63385122705694
25,216.70945575544206
26,232.27050830831885
27,190.16909855032944
28,236.48623908409996
29,260.3626140573939
30,180.6445619864137
31,197.4319503403399
32,193.30489216487956
33,194.74473679148258
34,220.22839680800973
35,149.64472518047188
36,234.070084822604
37,223.4638402899974
38,117.77601326663758
39,256.82106748857524
40,212.4245539280469
41,210.67655055382468
42,217.95315096308232
43,254.00476641702946
44,213.06434609557712
45,211.00157171309115
46,135.70553446141952
47,268.42902756847474
48,277.97948489317787
49,182.08681834170068
50,196.6075670548618
51,213.409080149322
52,224.65550943363155
53,138.0898416350149
54,120.57180209751282
55,182.61702813401695
56,200.6928812398854
57,195.69148928307692
58,162.6762062954018
59,178.4480957827409
60,228.08000653655483
61,212.0157789999676
62,203.6361310210131
63,124.04556605437902
64,192.95771185380198
65,199.98809839796567
66,218.9138620523651
67,212.9309768168255
68,208.11466926192432
69,187.85888126258428
70,226.61931970785054
71,237.49507966472817
72,174.9573954072682
73,207.72046722179454
74,201.7257389664183
75,167.70073150360827
76,235.49846042693954
77,149.23448100748237
78,233.3152381472389
79,223.36509499980107
80,159.27902351126227
81,243.3675610553116
82,210.99160151545485
83,209.52903720564575
84,214.1870087190464
85,239.67454063490496
86,201.630913887197
87,240.73517715940497
88,186.6252865384473
89,286.4845578723743
90,285.75335693103494
91,185.08156715938372
92,204.46218605005154
93,220.22915411172602
94,223.54987422622207
95,125.79340881720759
96,147.5248689878161
97,187.22349524022846
98,254.7370753478073
99,215.57013003473355
100,182.72702387406733
101,182.24729002835406
102,213.59324173488832
103,218.59408018388334
104,223.4804047671132
105,120.11600631089168
106,198.12278925858377
107,199.91888927731154
108,215.52692406106127
109,214.42094686378712
110,202.4170130209278
111,230.30758669512028
112,238.94762046841095
113,237.7347862542485
114,179.4339662678281
115,212.89856865556743
116,155.80361888777543
117,219.87576077919925
118,152.3163350035059
119,216.19287933995113
120,225.4717821545249
121,178.53171196332116
122,243.11954279218367
123,189.50730269157785
124,208.17209285248322
125,206.14207751870944
126,213.27351740420724
127,162.14262262278945
128,236.3096572547857
129,190.54869298643212
130,269.0366548143502
131,289.13507894587553
132,184.8938503793573
133,201.78374693243666
134,213.11246126832825
135,198.15209916537825
136,115.83576594810174
137,150.73701256320166
138,188.7345013298509
139,264.3700483324511
140,235.9368854127907
141,177.77896759237154
142,196.4918270236462
143,217.8306336481809
144,225.01205994093502
145,127.19237974173198
146,204.5377230350869
147,197.07182645291027
148,241.26272699908284
149,142.32401854368766
150,213.07133154841176
151,211.99427612059452
152,230.7186527313369
153,226.03187618904025
154,239.64264431731928
155,188.64335566744145
156,212.82289322013304
157,223.67273885325645
158,247.7120164582577
159,154.57924921348433
160,178.03103410539939
161,224.93999246743707
162,193.073394558176
163,184.2668995663936
164,185.15832814633578
165,190.5279549461876
166,265.1643979083217
167,237.8057842534199
